"ID";"Woonplaatsen";"Woonplaatscode_1";"Naam_2";"Code_3";"Naam_4";"Code_5";"Naam_6";"Code_7"
"193";"WP2565";"WP2565    ";"Wijchen                            ";"GM0296    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"194";"WP3250";"WP3250    ";"Oss                                ";"GM0828    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"195";"WP1688";"WP1688    ";"Lansingerland                      ";"GM1621    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"196";"WP3438";"WP3438    ";"Peel en Maas                       ";"GM1894    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"197";"WP1687";"WP1687    ";"Lansingerland                      ";"GM1621    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"198";"WP1044";"WP1044    ";"Tilburg                            ";"GM0855    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"199";"WP2366";"WP2366    ";"Krimpenerwaard                     ";"GM1931    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"200";"WP1184";"WP1184    ";"Koggenland                         ";"GM1598    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"201";"WP2057";"WP2057    ";"Sint-Michielsgestel                ";"GM0845    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"202";"WP2724";"WP2724    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"203";"WP2627";"WP2627    ";"Zaltbommel                         ";"GM0297    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"204";"WP1456";"WP1456    ";"Best                               ";"GM0753    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"205";"WP1214";"WP1214    ";"Boxmeer                            ";"GM0756    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"206";"WP1711";"WP1711    ";"Losser                             ";"GM0168    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"207";"WP2751";"WP2751    ";"Beuningen                          ";"GM0209    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"208";"WP3371";"WP3371    ";"Buren                              ";"GM0214    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"209";"WP1230";"WP1230    ";"Gulpen-Wittem                      ";"GM1729    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"210";"WP2735";"WP2735    ";"Beverwijk                          ";"GM0375    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"211";"WP2429";"WP2429    ";"Dronten                            ";"GM0303    ";"Flevoland                ";"PV24      ";"Oost-Nederland           ";"LD02      "
"212";"WP3232";"WP3232    ";"Delfzijl                           ";"GM0010    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"213";"WP1129";"WP1129    ";"Terneuzen                          ";"GM0715    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"214";"WP2975";"WP2975    ";"Sluis                              ";"GM1714    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"215";"WP1309";"WP1309    ";"Hilvarenbeek                       ";"GM0798    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"216";"WP1425";"WP1425    ";"Haaren                             ";"GM0788    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"217";"WP2775";"WP2775    ";"Veere                              ";"GM0717    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"218";"WP2934";"WP2934    ";"De Bilt                            ";"GM0310    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"219";"WP2935";"WP2935    ";"De Bilt                            ";"GM0310    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"220";"WP2845";"WP2845    ";"Onderbanken                        ";"GM0881    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"221";"WP2722";"WP2722    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"222";"WP2723";"WP2723    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"223";"WP1064";"WP1064    ";"Bladel                             ";"GM1728    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"224";"WP2695";"WP2695    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"225";"WP2828";"WP2828    ";"Blaricum                           ";"GM0376    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"226";"WP3509";"WP3509    ";"Oldambt                            ";"GM1895    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"227";"WP2401";"WP2401    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"228";"WP1689";"WP1689    ";"Lansingerland                      ";"GM1621    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"229";"WP1720";"WP1720    ";"Weststellingwerf                   ";"GM0098    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"230";"WP1980";"WP1980    ";"Molenwaard                         ";"GM1927    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"231";"WP1722";"WP1722    ";"Weststellingwerf                   ";"GM0098    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"232";"WP2725";"WP2725    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"233";"WP3199";"WP3199    ";"Ferwerderadiel                     ";"GM1722    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"234";"WP2232";"WP2232    ";"Westerwolde                        ";"GM1950    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"235";"WP1856";"WP1856    ";"Venray                             ";"GM0984    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"236";"WP2654";"WP2654    ";"Bloemendaal                        ";"GM0377    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"237";"WP3613";"WP3613    ";"Hoorn                              ";"GM0405    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"238";"WP2696";"WP2696    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"239";"WP2011";"WP2011    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"240";"WP3066";"WP3066    ";"Simpelveld                         ";"GM0965    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"241";"WP2665";"WP2665    ";"Bodegraven-Reeuwijk                ";"GM1901    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"242";"WP3138";"WP3138    ";"Boekel                             ";"GM0755    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"243";"WP3174";"WP3174    ";"Achtkarspelen                      ";"GM0059    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"244";"WP1371";"WP1371    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"245";"WP1829";"WP1829    ";"Ten Boer                           ";"GM0009    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"246";"WP2259";"WP2259    ";"Marum                              ";"GM0025    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"247";"WP2339";"WP2339    ";"Leek                               ";"GM0022    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"248";"WP1615";"WP1615    ";"Haarlemmermeer                     ";"GM0394    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"249";"WP1721";"WP1721    ";"Weststellingwerf                   ";"GM0098    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"250";"WP2726";"WP2726    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"251";"WP2079";"WP2079    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"252";"WP2132";"WP2132    ";"Goeree-Overflakkee                 ";"GM1924    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"253";"WP2193";"WP2193    ";"Heerenveen                         ";"GM0074    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"254";"WP3275";"WP3275    ";"Smallingerland                     ";"GM0090    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"255";"WP2485";"WP2485    ";"De Fryske Marren                   ";"GM1940    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"256";"WP1659";"WP1659    ";"Berkelland                         ";"GM1859    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"257";"WP1782";"WP1782    ";"Borger-Odoorn                      ";"GM1681    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"258";"WP2275";"WP2275    ";"Midden-Groningen                   ";"GM1952    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"259";"WP1242";"WP1242    ";"Veendam                            ";"GM0047    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"260";"WP3233";"WP3233    ";"Delfzijl                           ";"GM0010    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"261";"WP2808";"WP2808    ";"Sittard-Geleen                     ";"GM1883    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"262";"WP3511";"WP3511    ";"Borne                              ";"GM0147    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"263";"WP1926";"WP1926    ";"Almelo                             ";"GM0141    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"264";"WP3389";"WP3389    ";"Dongeradeel                        ";"GM0058    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"265";"WP1252";"WP1252    ";"Borsele                            ";"GM0654    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"266";"WP2823";"WP2823    ";"Zeist                              ";"GM0355    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"267";"WP3105";"WP3105    ";"Westerveld                         ";"GM1701    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"268";"WP2998";"WP2998    ";"Alphen aan den Rijn                ";"GM0484    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"269";"WP1249";"WP1249    ";"Halderberge                        ";"GM1655    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"270";"WP3080";"WP3080    ";"Rotterdam                          ";"GM0599    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"271";"WP2294";"WP2294    ";"Westerwolde                        ";"GM1950    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"272";"WP1102";"WP1102    ";"Stede Broec                        ";"GM0532    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"273";"WP1770";"WP1770    ";"West Maas en Waal                  ";"GM0668    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"274";"WP3007";"WP3007    ";"Midden-Drenthe                     ";"GM1731    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"275";"WP1215";"WP1215    ";"Boxmeer                            ";"GM0756    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"276";"WP2439";"WP2439    ";"Boxtel                             ";"GM0757    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"277";"WP2204";"WP2204    ";"Montferland                        ";"GM1955    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
